,Country,Universities Names,University Place,Tuition Fees,Living Fees,Top Course,Exam Score
576, Usa,"Lipscomb University, Nashville","Tennessee, Usa",₹32L/Yr,₹3L/Yr,M.S Marketing Analytics and Insi...,"['GMAT - 500', 'IELTS - 7']"
577, Usa,"Bethel University, Saint Paul","Minnesota, Usa",₹34L/Yr,₹7L/Yr,M.Ed Diverse Learning,['TOEFL - 80']
578, Usa,"Western New England University, Springfield","Massachusetts, Usa",₹35L/Yr,₹8L/Yr,M.S Nurse Anesthesia,['IELTS - 6']
579, Usa,"Gallaudet University, Washington","District Of Columbia, Usa",₹10L/Yr,₹8L/Yr,M.S Pharmaceutical Sciences,['TOEFL - 80']
580, Usa,"Suffolk University, Boston","Massachusetts, Usa",₹35L/Yr,₹7L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 53']"
581, Usa,"Tennessee Technological University, Cookeville","Tennessee, Usa",₹15L/Yr,₹9L/Yr,M.S Computer Science,"['GMAT - 600', 'IELTS - 7.0', 'PTE - 65']"
582, Usa,"North Dakota State University, Fargo","North Dakota, Usa",₹20L/Yr,₹8L/Yr,M.B.A,"['GMAT - 450', 'TOEFL - 79']"
583, Usa,"Sam Houston State University, Huntsville","Texas, Usa",₹16L/Yr,₹7L/Yr,Master of Business Administratio...,"['GMAT - 600', 'IELTS - 7', 'PTE - 62']"
584, Usa,"University of Wisconsin, La Crosse","Wisconsin, Usa",₹31L/Yr,₹9L/Yr,M.S Biomedical Sciences,"['TOEFL - 85', 'PTE - 59']"
585, Usa,"Pace University, New York City","New York, Usa",₹39L/Yr,₹6L/Yr,M.S Computer Science,['IELTS - 6.5']
586, Usa,"University of Maine, Orono","Maine, Usa",₹28L/Yr,₹4L/Yr,M.S Information Systems Technolo...,['TOEFL - 100']
587, Usa,"Maryville University, St. Louis","Missouri, Usa",₹20L/Yr,₹8L/Yr,M.S Civil Engineering,"['GMAT - 700', 'TOEFL - 105']"
588, Usa,"Regis University, Denver","Colorado, Usa",₹34L/Yr,₹7L/Yr,M.B.A Health Systems Management,"['GMAT - 710', 'TOEFL - 90']"
589, Usa,"Gannon University, Erie","Pennsylvania, Usa",₹29L/Yr,₹5L/Yr,M.S Civil and Environmental Engi...,"['Duolingo - 105', 'TOEFL - 79', 'PTE - 53']"
590, Usa,"Loyola University, New Orleans","Louisiana, Usa",₹42L/Yr,₹6L/Yr,M.A Architecture,"['Duolingo - 130', 'IELTS - 7']"
591, Usa,"Winston Salem State University, Winston-Salem","North Carolina, Usa",₹16L/Yr,₹11L/Yr,M.S Forensic Psychology,"['Duolingo - 120', 'TOEFL - 92', 'PTE - 59']"
592, Usa,"Lincoln Memorial University, Harrogate","Tennessee, Usa",₹20L/Yr,₹6L/Yr,M.S Biology,"['Duolingo - 120', 'IELTS - 7.5']"
593, Usa,"Florida Institute of Technology, Melbourne","Florida, Usa",₹35L/Yr,₹8L/Yr,M.B.A,"['IELTS - 7', 'PTE - 68']"
594, Usa,"Seattle Pacific University, Seattle","Washington, Usa",₹29L/Yr,₹1L/Yr,M.D/M.B.A,['TOEFL - 100']
595, Usa,"Wilkes University, Wilkes-Barre","Pennsylvania, Usa",₹33L/Yr,₹35K/Yr,M.S International Economics,['IELTS - 7']
596, Usa,"Southern Illinois University, Carbondale","Illinois, Usa",₹21L/Yr,₹76K/Yr,M.A Data Analytics,['TOEFL - 71']
597, Usa,"North Carolina Agricultural & Technical State University, Greensboro","North Carolina, Usa",₹27L/Yr,₹10L/Yr,M.Sc International Public Health...,"['GMAT - 600', 'TOEFL - 100', 'PTE - 65']"
598, Usa,"Hampton University, Hampton","Virginia, Usa",₹43L/Yr,₹11L/Yr,B.S Computer Science,"['GMAT - 500', 'IELTS - 6.5']"
599, Usa,"California State University - East Bay, Hayward","California, Usa",₹16L/Yr,₹10L/Yr,M.B.A,['IELTS - 6.5']
600, Usa,"University of St Francis, Joliet","Illinois, Usa",₹28L/Yr,₹59K/Yr,M.B.A,['IELTS - 6.5']
601, Usa,"Bellarmine University, Louisville","Kentucky, Usa",₹35L/Yr,₹8L/Yr,M.S Computer Engineering,['IELTS - 6.5']
602, Usa,"Old Dominion University, Norfolk","Virginia, Usa",₹26L/Yr,₹13L/Yr,B.S Computer Science Concentrati...,['TOEFL - 100']
603, Usa,"Oklahoma City University, Oklahoma City","Oklahoma, Usa",₹27L/Yr,₹17L/Yr,Global M.B.A,['IELTS - 7']
604, Usa,"South Dakota State University, Brookings","South Dakota, Usa",₹11L/Yr,₹13L/Yr,B.A/B.S Mathematical Sciences,"['GRE - 306', 'IELTS - 6.5']"
605, Usa,"University of Incarnate Word, San Antonio","Texas, Usa",₹27L/Yr,₹10L/Yr,M.S Civil Engineering,"['TOEFL - 83', 'PTE - 59']"
606, Usa,"Saint Mary's University of Minnesota, Winona","Minnesota, Usa",₹31L/Yr,₹11L/Yr,M.A Teaching,"['GRE - 290', 'IELTS - 6.5', 'PTE - 58']"
607, Usa,"Aurora University, Aurora","Illinois, Usa",₹21L/Yr,₹13L/Yr,B.A Liberal Arts,"['TOEFL - 93', 'PTE - 59']"
608, Usa,"Ferris State University, Big Rapids","Michigan, Usa",₹18L/Yr,₹6L/Yr,M.S Accountancy,"['IELTS - 7', 'PTE - 62']"
609, Usa,"Florida Gulf Coast University, Fort Myers","Florida, Usa",₹20L/Yr,₹17L/Yr,M.B.A,"['Duolingo - 130', 'IELTS - 7']"
610, Usa,"University of Hartford, West Hartford","Connecticut, Usa",₹39L/Yr,₹12L/Yr,M.B.A,"['Duolingo - 125', 'IELTS - 7']"
611, Usa,"University of Houston - Clear Lake, Houston","Texas, Usa",₹18L/Yr,₹4L/Yr,M.S Computer Engineering,['IELTS - 6.5']
612, Usa,"University of Indianapolis, Indianapolis","Indiana, Usa",₹26L/Yr,₹13L/Yr,M.A Teaching,"['GMAT - 530', 'IELTS - 6', 'PTE - 44']"
613, Usa,"Concordia University - Wisconsin, Mequon","Wisconsin, Usa",₹27L/Yr,₹9L/Yr,M.S Chemical Engineering,"['TOEFL - 79', 'PTE - 59']"
614, Usa,"Middle Tennessee State University, Murfreesboro","Tennessee, Usa",₹25L/Yr,₹7L/Yr,B.S Computer Science,"['TOEFL - 80', 'PTE - 70']"
615, Usa,"University of Nebraska Omaha, Omaha","Nebraska, Usa",₹21L/Yr,₹11L/Yr,B.A/B.S Government and Legal Stu...,"['IELTS - 6', 'PTE - 53']"
616, Usa,"Radford University, Radford","Virginia, Usa",₹21L/Yr,₹10L/Yr,M.S Computer Science,"['Duolingo - 130', 'IELTS - 7']"
617, Usa,"Louisiana Tech University, Ruston","Louisiana, Usa",₹3L/Yr,₹2L/Yr,M.A Applied Computing,"['Duolingo - 110', 'IELTS - 6.5', 'PTE - 53']"
618, Usa,"Harding University, Searcy","Arkansas, Usa",₹18L/Yr,₹8L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 44']"
619, Usa,"Abilene Christian University, Abilene","Texas, Usa",₹34L/Yr,₹8L/Yr,M.S Big Data Analytics - Applied...,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 60']"
620, Usa,"Marymount University, Arlington","Virginia, Usa",₹31L/Yr,₹10L/Yr,M.S Data Science,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 65']"
621, Usa,"Andrews University, Berrien Springs","Michigan, Usa",₹28L/Yr,₹11L/Yr,B.A Computer Science,['IELTS - 6.5']
622, Usa,"Campbell University, Buies Creek","North Carolina, Usa",₹29L/Yr,₹10L/Yr,B.A Computer Science,['IELTS - 5.5']
623, Usa,"Saint Ambrose University, Davenport","Iowa, Usa",₹28L/Yr,₹11L/Yr,B.C.S,"['IELTS - 6.5', 'PTE - 58']"
624, Usa,"Indiana University of Pennsylvania, Indiana","Pennsylvania, Usa",₹13L/Yr,₹10L/Yr,M.S Finance,"['Duolingo - 135', 'IELTS - 7.5']"
625, Usa,"East Tennessee State University, Johnson City","Tennessee, Usa",₹26L/Yr,₹6L/Yr,M.A Psychological Science (Major...,"['IELTS - 6.5', 'PTE - 65']"
626, Usa,"Kean University, Union","New Jersey, Usa",₹18L/Yr,₹14L/Yr,M.S Finance,['IELTS - 7']
627, Usa,"Southern Illinois University, Edwardsville","Illinois, Usa",₹17L/Yr,₹11L/Yr,M.S Accounting,"['IELTS - 6.5', 'PTE - 57']"
628, Usa,"Augusta University, Augusta","Georgia, Usa",₹16L/Yr,₹10L/Yr,M.S Health Care Administration,"['Duolingo - 120', 'TOEFL - 86', 'PTE - 58']"
629, Usa,"Boise State University, Boise","Idaho, Usa",₹23L/Yr,₹10L/Yr,B.S Data Analytics,"['GMAT - 500', 'TOEFL - 79', 'PTE - 54']"
630, Usa,"Texas Woman's University, Denton","Texas, Usa",₹32L/Yr,₹11L/Yr,M.A Computer Science,"['GMAT - 550', 'TOEFL - 79']"
631, Usa,"University of Findlay, Findlay","Ohio, Usa",₹44L/Yr,₹4L/Yr,M.B.A,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 50']"
632, Usa,"Marshall University, Huntington","West Virginia, Usa",₹17L/Yr,₹2L/Yr,M.B.A,"['GRE - 296', 'IELTS - 6.5', 'PTE - 59']"
633, Usa,"Wichita State University, Wichita","Kansas, Usa",₹17L/Yr,₹6L/Yr,M.S Computer Science,"['GRE - 300', 'IELTS - 6']"
634, Usa,"Lesley University, Cambridge","Massachusetts, Usa",₹28L/Yr,₹6L/Yr,M.S Computational Sciences and R...,"['TOEFL - 79', 'PTE - 53']"
635, Usa,"Missouri State University, Springfield","Missouri, Usa",₹12L/Yr,₹7L/Yr,M.S Computing and Data Analytics,"['TOEFL - 89', 'PTE - 59']"
636, Usa,"Baker University, Baldwin City","Kansas, Usa",₹11L/Yr,₹9L/Yr,B.A Strategic Communication- Min...,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 65']"
637, Usa,"Concordia University, Irvine","California, Usa",₹32L/Yr,₹11L/Yr,M.S Computer Science,"['SAT - 1325', 'TOEFL - 110']"
638, Usa,"University of Louisiana, Lafayette","Louisiana, Usa",₹10L/Yr,₹11L/Yr,B.A/B.S Biochemistry and Molecul...,"['IELTS - 6.5', 'PTE - 56']"
639, Usa,"University of Northern Colorado, Greeley","Colorado, Usa",₹24L/Yr,₹10L/Yr,M.S Computer Science,['TOEFL - 100']
640, Usa,"University of Southern Mississippi, Hattiesburg","Mississippi, Usa",₹11L/Yr,₹13L/Yr,B.C.S,['SAT - 1440']
641, Usa,"Texas A&M University, Kingsville","Texas, Usa",₹48L/Yr,₹1L/Yr,M.S Applied Computer Science and...,"['Duolingo - 130', 'IELTS - 7']"
642, Usa,"Walsh University, North Canton","Ohio, Usa",₹9L/Yr,₹9L/Yr,M.B.A Aviation Management,['TOEFL - 100']
643, Usa,"Point Park University, Pittsburgh","Pennsylvania, Usa",₹37L/Yr,₹9L/Yr,M.B.A Management,"['Duolingo - 135', 'IELTS - 7.5']"
644, Usa,"Eastern Kentucky University, Richmond","Kentucky, Usa",₹17L/Yr,₹12L/Yr,M.B.A Aviation,['IELTS - 6.5']
645, Usa,"Georgia Southern University, Savannah","Georgia, Usa",₹28L/Yr,₹11L/Yr,M.S Data Analytics,['IELTS - 7']
646, Usa,"University of Akron, Akron","Ohio, Usa",₹18L/Yr,₹6L/Yr,M.S Engineering Management,['TOEFL - 100']
647, Usa,"Clark Atlanta University, Atlanta","Georgia, Usa",₹20L/Yr,₹14L/Yr,M.S Computer Science,['IELTS - 6']
648, Usa,"Husson University, Bangor","Maine, Usa",₹10L/Yr,₹9L/Yr,M.Ed Educational Leadership & Po...,"['Duolingo - 120', 'IELTS - 7']"
649, Usa,"Western Kentucky University, Bowling Green","Kentucky, Usa",₹22L/Yr,₹11L/Yr,M.B.A,"['Duolingo - 110', 'IELTS - 7']"
650, Usa,"Arkansas State University, Jonesboro","Arkansas, Usa",₹14L/Yr,₹3L/Yr,M.S Industrial Engineering,"['IELTS - 7', 'PTE - 68']"
651, Usa,"University of Texas, Tyler","Texas, Usa",₹27L/Yr,₹2L/Yr,M.B.A,['IELTS - 7']
652, Usa,"Long Island University, Brooklyn","New York, Usa",₹36L/Yr,₹11L/Yr,B.S Anthropology,"['Duolingo - 130', 'IELTS - 7']"
653, Usa,"Mississippi College, Clinton","Mississippi, Usa",₹12L/Yr,₹11L/Yr,M.A Cultural Resource Management,['IELTS - 7']
654, Usa,"Texas A&M University, Commerce","Texas, Usa",₹28L/Yr,₹14L/Yr,B.S Computer Science,['IELTS - 7']
655, Usa,"University of Louisiana, Monroe","Louisiana, Usa",₹15L/Yr,₹12L/Yr,M.A Translation,['IELTS - 7']
656, Usa,"University of Maryland - Eastern Shore, Princess Anne","Maryland, Usa",₹15L/Yr,₹12L/Yr,B.A Spanish,"['Duolingo - 130', 'IELTS - 7']"
657, Usa,"Dominican University, San Rafael","California, Usa",₹39L/Yr,₹11L/Yr,B.A English,"['Duolingo - 115', 'IELTS - 6.5']"
658, Usa,"Regent University, Virginia Beach","Virginia, Usa",₹14L/Yr,₹13L/Yr,B.S Computer Science,"['IELTS - 7', 'PTE - 62']"
659, Usa,"Dallas Baptist University, Dallas","Texas, Usa",₹27L/Yr,₹13L/Yr,B.A Economics,"['IELTS - 7', 'PTE - 68']"
660, Usa,"Tarleton State University, Stephenville","Texas, Usa",₹33L/Yr,₹12L/Yr,B.S Engineering Studies,"['IELTS - 6.5', 'PTE - 57']"
661, Usa,"Wingate University, Wingate","North Carolina, Usa",₹29L/Yr,₹10L/Yr,B.A Economics,"['IELTS - 7', 'PTE - 68']"
662, Usa,"Eastern Michigan University, Ypsilanti","Michigan, Usa",₹17L/Yr,₹10L/Yr,B.A/B.S Biochemistry and Molecul...,"['IELTS - 7', 'PTE - 60']"
663, Usa,"University of West Georgia, Carrollton","Georgia, Usa",₹15L/Yr,₹11L/Yr,B.S Computer Science,['TOEFL - 90']
664, Usa,"Northern Kentucky University, Highland Heights","Kentucky, Usa",₹21L/Yr,₹9L/Yr,B.S Computer Science,"['Duolingo - 115', 'TOEFL - 80']"
665, Usa,"Palm Beach Atlantic University, West Palm Beach","Florida, Usa",₹30L/Yr,₹10L/Yr,B.A/B.S Chemistry - Geology,"['IELTS - 6.5', 'PTE - 55']"
666, Usa,"University of Bridgeport, Bridgeport","Connecticut, Usa",₹26L/Yr,₹10L/Yr,B.S Physics,['IELTS - 6']
667, Usa,"Roosevelt University, Chicago","Illinois, Usa",₹43L/Yr,₹11L/Yr,M.B.A Whitman Advantage,"['Duolingo - 110', 'TOEFL - 84']"
668, Usa,"University of Michigan, Flint","Michigan, Usa",₹48L/Yr,₹12L/Yr,B.A History,"['GMAT - 530', 'IELTS - 7', 'PTE - 58']"
669, Usa,"University of Arkansas, Little Rock","Arkansas, Usa",₹18L/Yr,₹10L/Yr,M.S Mechanical Engineering,"['IELTS - 6.5', 'PTE - 53']"
670, Usa,"Saint Leo University, Saint Leo","Florida, Usa",₹19L/Yr,₹13L/Yr,M.S Business Analytics,"['Duolingo - 115', 'IELTS - 6.5']"
671, Usa,"Alabama State University, Montgomery","Alabama, Usa",₹14L/Yr,₹11L/Yr,M.S Chemical Engineering,"['Duolingo - 115', 'TOEFL - 91']"
672, Canada,"St. Thomas University, Fredericton","Newbrunswick, Canada",₹11L/Yr,₹13L/Yr,M.A Mathematics,"['IELTS - 6.5', 'PTE - 58']"
673, Usa,"Lamar University, Beaumont","Texas, Usa",₹18L/Yr,₹10L/Yr,M.F.A Painting,"['IELTS - 6.5', 'PTE - 55']"
674, Usa,"University of Mary Hardin Baylor, Belton","Texas, Usa",₹20L/Yr,₹10L/Yr,B.S Biology,"['IELTS - 6.5', 'PTE - 53']"
675, Usa,"University of Charleston, Charleston","West Virginia, Usa",₹28L/Yr,₹10L/Yr,M.S Chemistry,"['GMAT - 500', 'TOEFL - 79']"
676, Usa,"Colorado Technical University, Colorado Springs","Colorado, Usa",₹36L/Yr,₹12L/Yr,B.A/B.S Biology,"['GMAT - 600', 'IELTS - 6.5']"
677, Usa,"University of Colorado, Colorado Springs","Colorado, Usa",₹22L/Yr,₹10L/Yr,B.S Computer Science,"['Duolingo - 115', 'TOEFL - 90']"
678, Usa,"University of Central Arkansas, Conway","Arkansas, Usa",₹22L/Yr,₹11L/Yr,M.A Mathematics Teaching,['IELTS - 6.5']
679, Usa,"Texas A&M University, Corpus Christi","Texas, Usa",₹22L/Yr,₹10L/Yr,B.A Italian Studies,"['TOEFL - 79', 'PTE - 53']"
680, Usa,"Wright State University, Dayton","Ohio, Usa",₹17L/Yr,₹10L/Yr,M.S Clinical Nurse Leader,"['SAT - 1220', 'IELTS - 6.5', 'PTE - 61']"
681, Usa,"Trinity International University, Deerfield","Illinois, Usa",₹15L/Yr,₹9L/Yr,M.S Accounting,"['IELTS - 7', 'PTE - 58']"
682, Usa,"Texas Wesleyan University, Fort Worth","Texas, Usa",₹32L/Yr,₹10L/Yr,B.S Computer Science,['IELTS - 6.5']
683, Usa,"Texas Southern University, Houston","Texas, Usa",₹20L/Yr,₹12L/Yr,M.S Art of Teaching,['IELTS - 7']
684, Usa,"Purdue University Global, Indianapolis","Indiana, Usa",₹9L/Yr,₹11L/Yr,B.S Biology and Physics,"['IELTS - 6.0', 'PTE - 53']"
685, Usa,"Jackson State University, Jackson","Mississippi, Usa",₹24L/Yr,₹13L/Yr,B.A/B.S Flute,"['Duolingo - 115', 'TOEFL - 80']"
686, Usa,"Kennesaw State University, Kennesaw","Georgia, Usa",₹23L/Yr,₹7L/Yr,B.S Computer Science,"['IELTS - 6.5', 'PTE - 58']"
687, Usa,"Southeastern University - Florida, Lakeland","Florida, Usa",₹29L/Yr,₹11L/Yr,M.B.A,"['Duolingo - 115', 'IELTS - 6.5']"
688, Usa,"Liberty University, Lynchburg","Virginia, Usa",₹18L/Yr,₹11L/Yr,B.A Art History,"['Duolingo - 110', 'TOEFL - 80']"
689, Usa,"Barry University, Miami Shores","Florida, Usa",₹30L/Yr,₹9L/Yr,B.B.A Business,"['Duolingo - 120', 'IELTS - 6.5']"
690, Usa,"Tennessee State University, Nashville","Tennessee, Usa",₹23L/Yr,₹9L/Yr,M.Ed Educational Administration,"['GMAT - 500', 'IELTS - 6.0', 'PTE - 54']"
691, Usa,"Wilmington University, New Castle","Delaware, Usa",₹14L/Yr,₹12L/Yr,M.S Computer Science - Software ...,"['IELTS - 6.5', 'PTE - 58']"
692, Usa,"University of New Orleans, New Orleans","Louisiana, Usa",₹29L/Yr,₹8L/Yr,B.A Computer Science,['TOEFL - 80']
693, Usa,"Grand Canyon University, Phoenix","Arizona, Usa",₹13L/Yr,₹8L/Yr,B.A/B.S Rhetoric and Public Addr...,"['IELTS - 6.5', 'PTE - 53']"
694, Usa,"Idaho State University, Pocatello","Idaho, Usa",₹24L/Yr,₹8L/Yr,M.S Data Science,"['GRE - 296', 'IELTS - 6.5', 'PTE - 58']"
695, Usa,"Prairie View A&M University, Prairie View","Texas, Usa",₹23L/Yr,₹12L/Yr,M.B.A,['IELTS - 6.5']
696, Usa,"American International College, Springfield","Massachusetts, Usa",₹17L/Yr,₹9L/Yr,M.B.A,['IELTS - 6']
697, Usa,"Valdosta State University, Valdosta","Georgia, Usa",₹17L/Yr,₹8L/Yr,B.S Computer Science,"['IELTS - 6.5', 'PTE - 54']"
698, Usa,"University of California, San Francisco","California, Usa",₹27L/Yr,₹9L/Yr,M.B.A Early Career and Career Ch...,"['GRE - 295', 'TOEFL - 92', 'PTE - 50']"
699, Uk,"Cranfield University, Bedford","England, Uk",₹29L/Yr,₹10L/Yr,M.S Pharmaceutical Sciences,"['Duolingo - 110', 'TOEFL - 80']"
700, Usa,"Rockefeller University, New York City","New York, Usa",₹16L/Yr,₹9L/Yr,B.S Mechanical engineering,"['Duolingo - 105', 'TOEFL - 80']"
701, Usa,"University of Texas M. D. Anderson Cancer Center, Houston","Texas, Usa",₹36L/Yr,₹14L/Yr,M.F.A Film and Media Arts,"['GMAT - 500', 'IELTS - 6.5', 'PTE - 54']"
702, Usa,"Icahn School of Medicine at Mount Sinai, New York City","New York, Usa",₹29L/Yr,₹7L/Yr,B.S Health Science Nursing Progr...,"['IELTS - 6.5', 'PTE - 53']"
703, Uk,"London School of Hygiene & Tropical Medicine, London","England, Uk",₹31L/Yr,₹12L/Yr,M.B.A Sustainbility,"['IELTS - 6.5', 'PTE - 53']"
704, Usa,"Baylor College of Medicine, Houston","Texas, Usa",₹17L/Yr,₹7L/Yr,M.A Accountancy,"['Duolingo - 115', 'IELTS - 6.5']"
705, Usa,"University of Texas Health Science Center, Houston","Texas, Usa",₹9L/Yr,₹8L/Yr,B.A Computer Science,"['GMAT - 500', 'TOEFL - 79']"
706, Sweden,"Stockholm School of Economics, Stockholm","Uppland, Sweden",₹18L/Yr,₹10L/Yr,M.S Accounting,['TOEFL - 80']
707, Usa,"The Medical University of South Carolina, Charleston","South Carolina, Usa",₹21L/Yr,₹5L/Yr,M.S Nurse Educator,"['IELTS - 6.0', 'PTE - 54']"
708, Usa,"The Graduate Center City University of New York, New York City","New York, Usa",₹22L/Yr,₹11L/Yr,M.S Business Analytics,['IELTS - 6.5']
709, Usa,"University of Texas Health Science Center, San Antonio","Texas, Usa",₹16L/Yr,₹12L/Yr,B.S Biochemistry and Molecular B...,"['IELTS - 5.5', 'PTE - 54']"
710, Ireland,"National University of Ireland, Galway, Galway","Galway, Ireland",₹30L/Yr,₹12L/Yr,M.B.A,"['Duolingo - 115', 'TOEFL - 79']"
711, Usa,"Rush University, Chicago","Illinois, Usa",₹21L/Yr,₹8L/Yr,B.S Computer Engineering,['IELTS - 6.5']
712, Usa,"SUNY Downstate Medical Center, Brooklyn","New York, Usa",₹64L/Yr,₹9L/Yr,B.S Computer Science,"['IELTS - 6.5', 'PTE - 56']"
713, Germany,"University of Luebeck, Lubeck","Schleswig-Holstein, Germany",₹24L/Yr,₹12L/Yr,M.S Software Engineering,"['IELTS - 6.5', 'PTE - 53']"
714, Usa,"Medical College of Wisconsin, Milwaukee","Wisconsin, Usa",₹25L/Yr,₹11L/Yr,M.S Information Technology,"['Duolingo - 105', 'IELTS - 6.5']"
715, Usa,"University of Nebraska Medical Center, Omaha","Nebraska, Usa",₹21L/Yr,₹7L/Yr,B.S Computer Science,['TOEFL - 79']
716, Uk,"Liverpool School of Tropical Medicine, Liverpool","England, Uk",₹42K/Yr,₹7L/Yr,E.M.B.A,"['IELTS - 6.5', 'PTE - 59']"
717, Germany,"University of Kassel, Kassel","Hesse, Germany",₹5L/Yr,₹8L/Yr,M.S Nursing,"['IELTS - 6.5', 'PTE - 54']"
718, Sweden,"Linnaeus University, Vaxjo","Kronoberg, Sweden",₹58L/Yr,₹8L/Yr,M.A Accounting,"['TOEFL - 79', 'PTE - 68']"
719, Usa,"Amherst College, Amherst","Massachusetts, Usa",₹58L/Yr,₹9L/Yr,M.S Applied Physics and Computer...,"['TOEFL - 80', 'PTE - 54']"
720, Germany,"University of Wuppertal, Wuppertal","North Rhine-Westphalia, Germany",₹31L/Yr,₹9L/Yr,B.S Data Science - Secondary Emp...,"['Duolingo - 105', 'TOEFL - 80']"
721, Singapore,"INSEAD, Singapore","Singapore, Singapore",₹28L/Yr,₹12L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 58']"
722, France,"HEC Paris, Valence","Auvergne-Rhone-Alpes, France",₹41L/Yr,₹11L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 53']"
723, Usa,"University of Maryland, Baltimore","Maryland, Usa",₹14L/Yr,₹9L/Yr,M.S Business Analytics,"['GMAT - 500', 'IELTS - 6.5']"
724, Usa,"University of South Florida, St. Petersburg","Florida, Usa",₹58L/Yr,₹9L/Yr,B.S Biology,"['GMAT - 500', 'IELTS - 6.5', 'PTE - 54']"
725, Usa,"Haverford College, Haverford","Pennsylvania, Usa",₹24L/Yr,₹10L/Yr,M.S Maritime Business Management,"['IELTS - 5.5', 'PTE - 57']"
726, Usa,"University of Oklahoma Health Sciences Center, Oklahoma City","Oklahoma, Usa",₹46K/Yr,₹12L/Yr,B.S Chemistry,"['GMAT - 590', 'TOEFL - 80']"
727, Germany,"Carl von Ossietzky University of Oldenburg, Oldenburg","Lower Saxony, Germany",₹1L/Yr,₹9L/Yr,M.B.A,['IELTS - 6.5']
728, Germany,"University of Kaiserslautern, Kaiserslautern","Rhineland-Palatinate, Germany",₹22L/Yr,₹8L/Yr,M.A Higher Education - College A...,"['Duolingo - 105', 'IELTS - 5.5', 'PTE - 53']"
729, Uk,"London Business School, London","England, Uk",₹55L/Yr,₹9L/Yr,L.L.M International Law,"['IELTS - 6.0', 'PTE - 53']"
730, Usa,"Claremont McKenna College, Claremont","California, Usa",₹54L/Yr,₹9L/Yr,B.A Psychology,"['GMAT - 650', 'IELTS - 6.5']"
731, Usa,"Bucknell University, Lewisburg","Pennsylvania, Usa",₹58L/Yr,₹10L/Yr,M.S Health Services Administrati...,"['IELTS - 6.5', 'PTE - 53']"
732, Usa,"Colgate University, Hamilton","New York, Usa",₹56L/Yr,₹8L/Yr,B.S Physics and Astronomy,"['IELTS - 6.5', 'PTE - 53']"
733, Usa,"Pomona College, Claremont","California, Usa",₹16L/Yr,₹7L/Yr,M.S Engineering Management,"['IELTS - 6.5', 'PTE - 54']"
734, Usa,"Hunter College, New York City","New York, Usa",₹51L/Yr,₹8L/Yr,M.S Marketing Research,"['IELTS - 6.5', 'PTE - 56']"
735, Usa,"Babson College, Wellesley","Massachusetts, Usa",₹23K/Yr,₹9L/Yr,M.F.A Digital Animation and Moti...,['IELTS - 6.5']
736, Germany,"Brandenburg University of Technology, Cottbus","Brandenburg, Germany",₹38L/Yr,₹8L/Yr,B.S Computer Science,"['GMAT - 500', 'IELTS - 6.5']"
